year,wf_city_count,wf_county_fips,city_resident_workers,out_of_city_n,out_of_city_pct,total_commute_dist_mi,dist_n,avg_commute_dist_mi,dist_source,acs_workers,total_commute_time_min,avg_commute_time_min,t60plus_est_min
2022,91,49003|49011|49035|49049|49057,1211196,1035643,85.5,18742050.1,1213584,15.44,block_centroid,1088555,27651976,25.4,97.5
